eventID,occurrenceID,occurrenceStatus,specificEpithet,scientificName,scientificNameID,individualCount,scientificNameAuthorship,taxonomicStatus,taxonRank,kingdom,phylum,class,order,family,genus,lifeStage,sex,occurrenceRemarks,basisOfRecord
IYS:GoA2019:Stn49:trawl,IYS:GoA2019:Stn49:trawl:occ:289,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,417,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2121,IYS:GoA2019:Stn49:trawl:sample2121:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2122,IYS:GoA2019:Stn49:trawl:sample2122:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2123,IYS:GoA2019:Stn49:trawl:sample2123:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2124,IYS:GoA2019:Stn49:trawl:sample2124:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2125,IYS:GoA2019:Stn49:trawl:sample2125:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2126,IYS:GoA2019:Stn49:trawl:sample2126:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2127,IYS:GoA2019:Stn49:trawl:sample2127:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2128,IYS:GoA2019:Stn49:trawl:sample2128:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2129,IYS:GoA2019:Stn49:trawl:sample2129:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2130,IYS:GoA2019:Stn49:trawl:sample2130:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2131,IYS:GoA2019:Stn49:trawl:sample2131:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2132,IYS:GoA2019:Stn49:trawl:sample2132:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2133,IYS:GoA2019:Stn49:trawl:sample2133:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2134,IYS:GoA2019:Stn49:trawl:sample2134:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2135,IYS:GoA2019:Stn49:trawl:sample2135:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2136,IYS:GoA2019:Stn49:trawl:sample2136:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2137,IYS:GoA2019:Stn49:trawl:sample2137:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2138,IYS:GoA2019:Stn49:trawl:sample2138:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2139,IYS:GoA2019:Stn49:trawl:sample2139:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2140,IYS:GoA2019:Stn49:trawl:sample2140:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2141,IYS:GoA2019:Stn49:trawl:sample2141:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2142,IYS:GoA2019:Stn49:trawl:sample2142:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2143,IYS:GoA2019:Stn49:trawl:sample2143:occ,present,onyx,Gonatus onyx,urn:lsid:marinespecies.org:taxname:341859,1,"Young, 1972",accepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatus,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2144,IYS:GoA2019:Stn49:trawl:sample2144:occ,present,pacificus,Microstomus pacificus,urn:lsid:marinespecies.org:taxname:274294,1,"(Lockington, 1879)",accepted,Species,Animalia,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Microstomus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2145,IYS:GoA2019:Stn49:trawl:sample2145:occ,present,pacificus,Microstomus pacificus,urn:lsid:marinespecies.org:taxname:274294,1,"(Lockington, 1879)",accepted,Species,Animalia,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Microstomus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2146,IYS:GoA2019:Stn49:trawl:sample2146:occ,present,kisutch,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,female,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2147,IYS:GoA2019:Stn49:trawl:sample2147:occ,present,kisutch,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,female,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2148,IYS:GoA2019:Stn49:trawl:sample2148:occ,present,kisutch,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,male,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2149,IYS:GoA2019:Stn49:trawl:sample2149:occ,present,kisutch,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,female,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2150,IYS:GoA2019:Stn49:trawl:sample2150:occ,present,kisutch,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,female,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2151,IYS:GoA2019:Stn49:trawl:sample2151:occ,present,kisutch,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,female,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2152,IYS:GoA2019:Stn49:trawl:sample2152:occ,present,nerka,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,male,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2153,IYS:GoA2019:Stn49:trawl:sample2153:occ,present,borealijaponica,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,1,"Okada, 1927",accepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,NA,NA,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2154,IYS:GoA2019:Stn49:trawl:sample2154:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2155,IYS:GoA2019:Stn49:trawl:sample2155:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2156,IYS:GoA2019:Stn49:trawl:sample2156:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2157,IYS:GoA2019:Stn49:trawl:sample2157:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2158,IYS:GoA2019:Stn49:trawl:sample2158:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2159,IYS:GoA2019:Stn49:trawl:sample2159:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2160,IYS:GoA2019:Stn49:trawl:sample2160:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2161,IYS:GoA2019:Stn49:trawl:sample2161:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2162,IYS:GoA2019:Stn49:trawl:sample2162:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2163,IYS:GoA2019:Stn49:trawl:sample2163:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2164,IYS:GoA2019:Stn49:trawl:sample2164:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2165,IYS:GoA2019:Stn49:trawl:sample2165:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2166,IYS:GoA2019:Stn49:trawl:sample2166:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2167,IYS:GoA2019:Stn49:trawl:sample2167:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2168,IYS:GoA2019:Stn49:trawl:sample2168:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2169,IYS:GoA2019:Stn49:trawl:sample2169:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2170,IYS:GoA2019:Stn49:trawl:sample2170:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2171,IYS:GoA2019:Stn49:trawl:sample2171:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2172,IYS:GoA2019:Stn49:trawl:sample2172:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2173,IYS:GoA2019:Stn49:trawl:sample2173:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn49:trawl:sample2174,IYS:GoA2019:Stn49:trawl:sample2174:occ,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,1,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn50:trawl,IYS:GoA2019:Stn50:trawl:occ:290,present,labiata,Aurelia labiata,urn:lsid:marinespecies.org:taxname:287213,1,"Chamisso & Eysenhardt, 1821",accepted,Species,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,NA,,NA,HumanObservation
IYS:GoA2019:Stn50:trawl:sample2175,IYS:GoA2019:Stn50:trawl:sample2175:occ,present,labiata,Aurelia labiata,urn:lsid:marinespecies.org:taxname:287213,1,"Chamisso & Eysenhardt, 1821",accepted,Species,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn51:trawl,IYS:GoA2019:Stn51:trawl:occ:291,present,labiata,Aurelia labiata,urn:lsid:marinespecies.org:taxname:287213,2,"Chamisso & Eysenhardt, 1821",accepted,Species,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,NA,,NA,HumanObservation
IYS:GoA2019:Stn51:trawl,IYS:GoA2019:Stn51:trawl:occ:292,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,37,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,,NA,HumanObservation
IYS:GoA2019:Stn51:trawl,IYS:GoA2019:Stn51:trawl:occ:293,present,melonaster,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,1702,"Brandt, 1835",accepted,Species,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,NA,,NA,HumanObservation
IYS:GoA2019:Stn51:trawl,IYS:GoA2019:Stn51:trawl:occ:294,present,melonaster,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,1,"Brandt, 1835",accepted,Species,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,NA,,NA,HumanObservation
IYS:GoA2019:Stn51:trawl,IYS:GoA2019:Stn51:trawl:occ:295,present,onyx,Gonatus onyx,urn:lsid:marinespecies.org:taxname:341859,1,"Young, 1972",accepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatus,NA,,NA,HumanObservation
IYS:GoA2019:Stn51:trawl,IYS:GoA2019:Stn51:trawl:occ:296,present,kisutch,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,2,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,juvenile,,NA,HumanObservation
IYS:GoA2019:Stn51:trawl,IYS:GoA2019:Stn51:trawl:occ:297,present,borealijaponica,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,7,"Okada, 1927",accepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,NA,,NA,HumanObservation
IYS:GoA2019:Stn51:trawl,IYS:GoA2019:Stn51:trawl:occ:298,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,145,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,,NA,HumanObservation
IYS:GoA2019:Stn51:trawl:sample2176,IYS:GoA2019:Stn51:trawl:sample2176:occ,present,labiata,Aurelia labiata,urn:lsid:marinespecies.org:taxname:287213,1,"Chamisso & Eysenhardt, 1821",accepted,Species,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn51:trawl:sample2177,IYS:GoA2019:Stn51:trawl:sample2177:occ,present,labiata,Aurelia labiata,urn:lsid:marinespecies.org:taxname:287213,1,"Chamisso & Eysenhardt, 1821",accepted,Species,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn51:trawl:sample2178,IYS:GoA2019:Stn51:trawl:sample2178:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,female,NA,HumanObservation
IYS:GoA2019:Stn51:trawl:sample2179,IYS:GoA2019:Stn51:trawl:sample2179:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,male,NA,HumanObservation
IYS:GoA2019:Stn51:trawl:sample2180,IYS:GoA2019:Stn51:trawl:sample2180:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,male,NA,HumanObservation
IYS:GoA2019:Stn51:trawl:sample2181,IYS:GoA2019:Stn51:trawl:sample2181:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,male,NA,HumanObservation
IYS:GoA2019:Stn51:trawl:sample2182,IYS:GoA2019:Stn51:trawl:sample2182:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,female,NA,HumanObservation
IYS:GoA2019:Stn51:trawl:sample2183,IYS:GoA2019:Stn51:trawl:sample2183:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,female,NA,HumanObservation
IYS:GoA2019:Stn51:trawl:sample2184,IYS:GoA2019:Stn51:trawl:sample2184:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,female,NA,HumanObservation
IYS:GoA2019:Stn51:trawl:sample2185,IYS:GoA2019:Stn51:trawl:sample2185:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,male,NA,HumanObservation
IYS:GoA2019:Stn51:trawl:sample2186,IYS:GoA2019:Stn51:trawl:sample2186:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,male,NA,HumanObservation
IYS:GoA2019:Stn51:trawl:sample2187,IYS:GoA2019:Stn51:trawl:sample2187:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,female,NA,HumanObservation
IYS:GoA2019:Stn51:trawl:sample2188,IYS:GoA2019:Stn51:trawl:sample2188:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn51:trawl:sample2189,IYS:GoA2019:Stn51:trawl:sample2189:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn51:trawl:sample2190,IYS:GoA2019:Stn51:trawl:sample2190:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
